id,sentiment
719,neutral
720,love
721,neutral
722,worry
723,worry
724,neutral
725,neutral
726,happiness
727,worry
728,neutral
729,neutral
730,neutral
731,neutral
732,neutral
733,worry
734,worry
735,worry
736,neutral
737,neutral
738,neutral
739,worry
740,neutral
741,neutral
742,worry
743,neutral
744,happiness
745,neutral
746,happiness
747,neutral
748,worry
749,love
750,neutral
751,worry
752,love
753,neutral
754,neutral
755,worry
756,neutral
757,happiness
758,worry
759,happiness
760,neutral
761,worry
762,neutral
763,worry
764,love
765,neutral
766,love
767,love
768,worry
769,neutral
770,neutral
771,neutral
772,happiness
773,neutral
774,happiness
775,worry
776,neutral
777,worry
778,neutral
779,neutral
780,happiness
781,neutral
782,neutral
783,worry
784,neutral
785,worry
786,happiness
787,neutral
788,worry
789,neutral
790,happiness
791,worry
792,neutral
793,love
794,neutral
795,neutral
796,neutral
797,neutral
798,worry
799,neutral
800,happiness
801,neutral
802,neutral
803,worry
804,neutral
805,happiness
806,neutral
807,worry
808,neutral
809,neutral
810,neutral
811,worry
812,happiness
813,happiness
814,neutral
815,happiness
816,worry
817,happiness
818,happiness
819,happiness
820,neutral
821,neutral
822,neutral
823,happiness
824,happiness
825,love
826,sadness
827,love
828,happiness
829,worry
830,love
831,neutral
832,neutral
833,happiness
834,worry
835,happiness
836,neutral
837,worry
838,love
839,worry
840,worry
841,happiness
842,neutral
843,worry
844,love
845,love
846,love
847,neutral
848,happiness
849,worry
850,worry
851,happiness
852,neutral
853,love
854,worry
855,worry
856,worry
857,worry
858,worry
859,worry
860,happiness
861,worry
862,neutral
863,neutral
864,love
865,happiness
866,happiness
867,neutral
868,neutral
869,neutral
870,neutral
871,neutral
872,love
873,neutral
874,worry
875,neutral
876,worry
877,happiness
878,happiness
879,happiness
880,worry
881,worry
882,neutral
883,neutral
884,happiness
885,neutral
886,neutral
887,worry
888,worry
889,neutral
890,love
891,neutral
892,happiness
893,love
894,happiness
895,neutral
896,neutral
897,worry
898,worry
899,happiness
900,love
901,neutral
902,neutral
903,worry
904,worry
905,worry
906,worry
907,neutral
908,neutral
909,neutral
910,neutral
911,neutral
912,worry
913,worry
914,worry
915,neutral
916,love
917,neutral
918,neutral
919,neutral
920,love
921,happiness
922,love
923,worry
924,neutral
925,neutral
926,neutral
927,worry
928,happiness
929,happiness
930,sadness
931,love
932,worry
933,neutral
934,neutral
935,worry
936,love
937,worry
938,worry
939,neutral
940,neutral
941,neutral
942,happiness
943,worry
944,neutral
945,neutral
946,neutral
947,neutral
948,love
949,neutral
950,neutral
951,neutral
952,happiness
953,neutral
954,love
955,neutral
956,happiness
957,neutral
958,neutral
959,neutral
960,neutral
961,worry
962,worry
963,neutral
964,happiness
965,neutral
966,neutral
967,neutral
968,neutral
969,worry
970,neutral
971,neutral
972,neutral
973,love
974,happiness
975,neutral
976,neutral
977,worry
978,love
979,neutral
980,neutral
981,happiness
982,worry
983,worry
984,happiness
985,worry
986,neutral
987,worry
988,neutral
989,neutral
990,worry
991,happiness
992,happiness
993,worry
994,love
995,neutral
996,neutral
997,worry
998,neutral
999,neutral
1000,worry
1001,love
1002,happiness
1003,happiness
1004,neutral
1005,neutral
1006,worry
1007,neutral
1008,neutral
1009,neutral
1010,happiness
1011,neutral
1012,worry
1013,happiness
1014,worry
1015,happiness
1016,neutral
1017,worry
1018,neutral
1019,happiness
1020,worry
1021,worry
1022,neutral
1023,neutral
1024,worry
1025,love
1026,neutral
1027,happiness
1028,worry
1029,happiness
1030,neutral
1031,happiness
1032,happiness
1033,worry
1034,happiness
1035,happiness
1036,happiness
1037,worry
1038,happiness
1039,neutral
1040,love
1041,happiness
1042,neutral
1043,neutral
1044,neutral
1045,worry
1046,love
1047,neutral
1048,love
1049,worry
1050,worry
1051,neutral
1052,worry
1053,happiness
1054,worry
1055,neutral
1056,worry
1057,worry
1058,worry
1059,happiness
1060,happiness
1061,worry
1062,worry
1063,neutral
1064,neutral
1065,worry
1066,neutral
1067,worry
1068,neutral
1069,happiness
1070,neutral
1071,neutral
1072,happiness
1073,neutral
1074,neutral
1075,worry
1076,neutral
1077,happiness
1078,neutral
1079,happiness
1080,happiness
1081,neutral
1082,happiness
1083,neutral
1084,happiness
1085,happiness
1086,happiness
1087,worry
1088,worry
1089,neutral
1090,neutral
1091,happiness
1092,neutral
1093,worry
1094,neutral
1095,neutral
1096,happiness
1097,neutral
1098,neutral
1099,neutral
1100,happiness
1101,worry
1102,happiness
1103,neutral
1104,happiness
1105,happiness
1106,happiness
1107,worry
1108,neutral
1109,neutral
1110,neutral
1111,worry
1112,neutral
1113,neutral
1114,neutral
1115,happiness
1116,happiness
1117,happiness
1118,neutral
1119,neutral
1120,neutral
1121,love
1122,worry
1123,worry
1124,worry
1125,worry
1126,worry
1127,neutral
1128,neutral
1129,neutral
1130,neutral
1131,worry
1132,love
1133,neutral
1134,neutral
1135,worry
1136,worry
1137,love
1138,happiness
1139,neutral
1140,worry
1141,neutral
1142,love
1143,neutral
1144,happiness
1145,neutral
1146,love
1147,love
1148,love
1149,happiness
1150,neutral
1151,worry
1152,happiness
1153,sadness
1154,worry
1155,worry
1156,neutral
1157,neutral
1158,worry
1159,worry
1160,happiness
1161,worry
1162,worry
1163,love
1164,happiness
1165,happiness
1166,neutral
1167,neutral
1168,worry
1169,worry
1170,love
1171,worry
1172,neutral
1173,neutral
1174,neutral
1175,neutral
1176,worry
1177,neutral
1178,worry
1179,neutral
1180,worry
1181,worry
1182,worry
1183,worry
1184,worry
1185,neutral
1186,neutral
1187,happiness
1188,neutral
1189,neutral
1190,worry
1191,happiness
1192,worry
1193,happiness
1194,neutral
1195,happiness
1196,worry
1197,love
1198,neutral
1199,neutral
1200,neutral
1201,neutral
1202,neutral
1203,happiness
1204,love
1205,worry
1206,neutral
1207,happiness
1208,worry
1209,neutral
1210,happiness
1211,neutral
1212,neutral
1213,neutral
1214,happiness
1215,neutral
1216,neutral
1217,neutral
1218,neutral
1219,worry
1220,neutral
1221,neutral
1222,worry
1223,neutral
1224,love
1225,worry
1226,worry
1227,neutral
1228,neutral
1229,neutral
1230,neutral
1231,neutral
1232,worry
1233,neutral
1234,happiness
1235,neutral
1236,neutral
1237,worry
1238,love
1239,neutral
1240,neutral
1241,happiness
1242,neutral
1243,worry
1244,neutral
1245,worry
1246,neutral
1247,neutral
1248,happiness
1249,love
1250,sadness
1251,neutral
1252,sadness
1253,sadness
1254,worry
1255,neutral
1256,worry
1257,neutral
1258,worry
1259,happiness
1260,neutral
1261,neutral
1262,neutral
1263,sadness
1264,neutral
1265,worry
1266,worry
1267,worry
1268,love
1269,neutral
1270,worry
1271,neutral
1272,neutral
1273,worry
1274,love
1275,happiness
1276,happiness
1277,worry
1278,worry
1279,neutral
1280,happiness
1281,neutral
1282,worry
1283,neutral
1284,worry
1285,love
1286,neutral
1287,love
1288,neutral
1289,worry
1290,love
1291,neutral
1292,worry
1293,neutral
1294,worry
1295,worry
1296,happiness
1297,love
1298,worry
1299,neutral
1300,worry
1301,happiness
1302,neutral
1303,neutral
1304,neutral
1305,happiness
1306,love
1307,happiness
1308,happiness
1309,neutral
1310,worry
1311,love
1312,love
1313,neutral
1314,neutral
1315,neutral
1316,neutral
1317,worry
1318,worry
1319,worry
1320,worry
1321,worry
1322,worry
1323,love
1324,worry
1325,happiness
1326,love
1327,neutral
1328,worry
1329,happiness
1330,neutral
1331,worry
1332,happiness
1333,sadness
1334,happiness
1335,worry
1336,worry
1337,happiness
1338,neutral
1339,love
1340,neutral
1341,worry
1342,love
1343,worry
1344,happiness
1345,worry
1346,neutral
1347,worry
1348,neutral
1349,love
1350,happiness
1351,happiness
1352,neutral
1353,love
1354,happiness
1355,neutral
1356,neutral
1357,neutral
1358,neutral
1359,happiness
1360,love
1361,neutral
1362,worry
1363,neutral
1364,sadness
1365,neutral
1366,neutral
1367,love
1368,worry
1369,surprise
1370,happiness
1371,love
1372,neutral
1373,neutral
1374,neutral
1375,worry
1376,neutral
1377,worry
1378,neutral
1379,worry
1380,happiness
1381,love
1382,neutral
1383,neutral
1384,neutral
1385,happiness
1386,neutral
1387,happiness
1388,happiness
1389,neutral
1390,happiness
1391,worry
1392,neutral
1393,neutral
1394,neutral
1395,neutral
1396,worry
1397,worry
1398,neutral
1399,happiness
1400,neutral
1401,neutral
1402,happiness
1403,neutral
1404,neutral
1405,worry
1406,happiness
1407,worry
1408,neutral
1409,love
1410,happiness
1411,neutral
1412,happiness
1413,worry
1414,neutral
1415,neutral
1416,neutral
1417,neutral
1418,neutral
1419,neutral
1420,neutral
1421,neutral
1422,worry
1423,neutral
1424,neutral
1425,neutral
1426,love
1427,neutral
1428,neutral
1429,worry
1430,love
1431,worry
1432,worry
1433,worry
1434,neutral
1435,neutral
1436,worry
1437,love
1438,worry
1439,neutral
1440,happiness
1441,neutral
1442,worry
1443,neutral
1444,happiness
1445,worry
1446,happiness
1447,happiness
1448,happiness
1449,worry
1450,worry
1451,neutral
1452,happiness
1453,worry
1454,neutral
1455,love
1456,worry
1457,neutral
1458,neutral
1459,love
1460,worry
1461,neutral
1462,worry
1463,neutral
1464,happiness
1465,love
1466,love
1467,worry
1468,neutral
1469,happiness
1470,happiness
1471,neutral
1472,neutral
1473,neutral
1474,neutral
1475,worry
1476,neutral
1477,love
1478,love
1479,neutral
1480,neutral
1481,worry
1482,happiness
1483,neutral
1484,happiness
1485,love
1486,worry
1487,love
1488,happiness
1489,neutral
1490,neutral
1491,worry
1492,worry
1493,neutral
1494,happiness
1495,neutral
1496,worry
1497,happiness
1498,worry
1499,worry
1500,neutral
1501,happiness
1502,happiness
1503,happiness
1504,worry
1505,neutral
1506,neutral
1507,happiness
1508,happiness
1509,happiness
1510,worry
1511,worry
1512,worry
1513,neutral
1514,worry
1515,neutral
1516,neutral
1517,happiness
1518,neutral
1519,neutral
1520,love
1521,neutral
1522,neutral
1523,worry
1524,worry
1525,worry
1526,happiness
1527,happiness
1528,neutral
1529,sadness
1530,neutral
1531,worry
1532,love
1533,love
1534,happiness
1535,sadness
1536,neutral
1537,worry
1538,neutral
1539,neutral
1540,neutral
1541,happiness
1542,worry
1543,happiness
1544,neutral
1545,happiness
1546,worry
1547,neutral
1548,happiness
1549,neutral
1550,happiness
1551,neutral
1552,worry
1553,neutral
1554,worry
1555,love
1556,neutral
1557,love
1558,neutral
1559,worry
1560,neutral
1561,neutral
1562,neutral
1563,love
1564,happiness
1565,worry
1566,neutral
1567,neutral
1568,happiness
1569,happiness
1570,worry
1571,worry
1572,neutral
1573,happiness
1574,happiness
1575,worry
1576,happiness
1577,neutral
1578,worry
1579,worry
1580,happiness
1581,neutral
1582,neutral
1583,neutral
1584,worry
1585,neutral
1586,neutral
1587,worry
1588,neutral
1589,neutral
1590,neutral
1591,neutral
1592,neutral
1593,worry
1594,neutral
1595,happiness
1596,love
1597,worry
1598,worry
1599,neutral
1600,sadness
1601,neutral
1602,neutral
1603,love
1604,happiness
1605,happiness
1606,worry
1607,neutral
1608,neutral
1609,neutral
1610,happiness
1611,neutral
1612,neutral
1613,happiness
1614,happiness
1615,neutral
1616,neutral
1617,worry
1618,neutral
1619,worry
1620,neutral
1621,happiness
1622,neutral
1623,worry
1624,neutral
1625,happiness
1626,neutral
1627,neutral
1628,neutral
1629,neutral
1630,worry
1631,neutral
1632,worry
1633,worry
1634,neutral
1635,neutral
1636,happiness
1637,happiness
1638,worry
1639,neutral
1640,neutral
1641,worry
1642,neutral
1643,worry
1644,neutral
1645,worry
1646,neutral
1647,worry
1648,neutral
1649,worry
1650,happiness
1651,neutral
1652,worry
1653,worry
1654,neutral
1655,happiness
1656,happiness
1657,neutral
1658,neutral
1659,happiness
1660,neutral
1661,neutral
1662,worry
1663,neutral
1664,neutral
1665,worry
1666,neutral
1667,happiness
1668,neutral
1669,neutral
1670,neutral
1671,worry
1672,happiness
1673,neutral
1674,worry
1675,love
1676,worry
1677,worry
1678,happiness
1679,neutral
1680,worry
1681,worry
1682,happiness
1683,neutral
1684,worry
1685,worry
1686,neutral
1687,worry
1688,neutral
1689,neutral
1690,worry
1691,happiness
1692,happiness
1693,neutral
1694,happiness
1695,neutral
1696,love
1697,neutral
1698,worry
1699,happiness
1700,love
1701,neutral
1702,worry
1703,neutral
1704,happiness
1705,neutral
1706,worry
1707,happiness
1708,happiness
1709,worry
1710,neutral
1711,worry
1712,happiness
1713,neutral
1714,neutral
1715,neutral
1716,happiness
1717,worry
1718,happiness
1719,worry
1720,worry
1721,neutral
1722,happiness
1723,neutral
1724,neutral
1725,happiness
1726,love
1727,worry
1728,happiness
1729,neutral
1730,neutral
1731,neutral
1732,neutral
1733,happiness
1734,neutral
1735,neutral
1736,worry
1737,neutral
1738,worry
1739,happiness
1740,neutral
1741,worry
1742,neutral
1743,worry
1744,neutral
1745,worry
1746,neutral
1747,worry
1748,neutral
1749,love
1750,neutral
1751,neutral
1752,happiness
1753,worry
1754,neutral
1755,neutral
1756,neutral
1757,neutral
1758,surprise
1759,worry
1760,sadness
1761,neutral
1762,worry
1763,neutral
1764,worry
1765,worry
1766,worry
1767,worry
1768,happiness
1769,neutral
1770,happiness
1771,happiness
1772,neutral
1773,neutral
1774,worry
1775,neutral
1776,neutral
1777,happiness
1778,neutral
1779,neutral
1780,worry
1781,worry
1782,neutral
1783,worry
1784,neutral
1785,neutral
1786,love
1787,neutral
1788,happiness
1789,love
1790,happiness
1791,happiness
1792,neutral
1793,worry
1794,worry
1795,worry
1796,worry
1797,neutral
1798,neutral
1799,neutral
1800,worry
1801,neutral
1802,neutral
1803,neutral
1804,happiness
1805,happiness
1806,neutral
1807,worry
1808,happiness
1809,worry
1810,worry
1811,neutral
1812,neutral
1813,love
1814,neutral
1815,worry
1816,worry
1817,neutral
1818,neutral
1819,neutral
1820,worry
1821,neutral
1822,neutral
1823,neutral
1824,worry
1825,neutral
1826,neutral
1827,neutral
1828,neutral
1829,happiness
1830,neutral
1831,worry
1832,love
1833,happiness
1834,neutral
1835,worry
1836,neutral
1837,happiness
1838,neutral
1839,happiness
1840,worry
1841,neutral
1842,worry
1843,worry
1844,happiness
1845,happiness
1846,happiness
1847,neutral
1848,worry
1849,worry
1850,happiness
1851,worry
1852,worry
1853,neutral
1854,happiness
1855,happiness
1856,happiness
1857,neutral
1858,neutral
1859,neutral
1860,neutral
1861,worry
1862,happiness
1863,happiness
1864,worry
1865,worry
1866,worry
1867,happiness
1868,neutral
1869,happiness
1870,worry
1871,neutral
1872,neutral
1873,neutral
1874,love
1875,neutral
1876,love
1877,happiness
1878,love
1879,love
1880,worry
1881,neutral
1882,worry
1883,worry
1884,happiness
1885,love
1886,happiness
1887,neutral
1888,sadness
1889,happiness
1890,neutral
1891,happiness
1892,neutral
1893,worry
1894,neutral
1895,neutral
1896,neutral
1897,neutral
1898,worry
1899,neutral
1900,neutral
1901,happiness
1902,sadness
1903,worry
1904,happiness
1905,worry
1906,worry
1907,love
1908,neutral
1909,happiness
1910,happiness
1911,hate
1912,love
1913,worry
1914,love
1915,neutral
1916,love
1917,neutral
1918,happiness
1919,worry
1920,happiness
1921,neutral
1922,worry
1923,neutral
1924,happiness
1925,love
1926,happiness
1927,neutral
1928,neutral
1929,happiness
1930,neutral
1931,neutral
1932,love
1933,happiness
1934,love
1935,neutral
1936,neutral
1937,happiness
1938,neutral
1939,worry
1940,neutral
1941,neutral
1942,neutral
1943,neutral
1944,worry
1945,worry
1946,worry
1947,worry
1948,love
1949,worry
1950,worry
1951,worry
1952,happiness
1953,neutral
1954,happiness
1955,neutral
1956,happiness
1957,neutral
1958,neutral
1959,happiness
1960,neutral
1961,happiness
1962,neutral
1963,neutral
1964,happiness
1965,worry
1966,happiness
1967,sadness
1968,worry
1969,neutral
1970,neutral
1971,worry
1972,love
1973,happiness
1974,neutral
1975,worry
1976,happiness
1977,happiness
1978,love
1979,happiness
1980,neutral
1981,neutral
1982,neutral
1983,neutral
1984,love
1985,neutral
1986,neutral
1987,happiness
1988,neutral
1989,worry
1990,neutral
1991,happiness
1992,happiness
1993,worry
1994,neutral
1995,love
1996,worry
1997,worry
1998,worry
1999,neutral
2000,happiness
2001,worry
2002,neutral
2003,neutral
2004,neutral
2005,neutral
2006,worry
2007,worry
2008,neutral
2009,happiness
2010,worry
2011,happiness
2012,love
2013,neutral
2014,neutral
2015,neutral
2016,neutral
2017,worry
2018,happiness
2019,worry
2020,neutral
2021,happiness
2022,happiness
2023,neutral
2024,worry
2025,neutral
2026,neutral
2027,worry
2028,worry
2029,worry
2030,neutral
2031,worry
2032,neutral
2033,neutral
2034,happiness
2035,happiness
2036,love
2037,neutral
2038,worry
2039,neutral
2040,love
2041,happiness
2042,neutral
2043,neutral
2044,neutral
2045,neutral
2046,worry
2047,worry
2048,happiness
2049,happiness
2050,neutral
2051,neutral
2052,happiness
2053,neutral
2054,happiness
2055,neutral
2056,happiness
2057,worry
2058,happiness
2059,worry
2060,neutral
2061,love
2062,neutral
2063,worry
2064,happiness
2065,neutral
2066,worry
2067,neutral
2068,neutral
2069,worry
2070,neutral
2071,neutral
2072,love
2073,neutral
2074,love
2075,neutral
2076,neutral
2077,worry
2078,neutral
2079,neutral
2080,worry
2081,love
2082,neutral
2083,love
2084,neutral
2085,worry
2086,happiness
2087,worry
2088,neutral
2089,happiness
2090,worry
2091,love
2092,happiness
2093,happiness
2094,worry
2095,neutral
2096,worry
2097,worry
2098,neutral
2099,neutral
2100,happiness
2101,neutral
2102,worry
2103,worry
2104,love
2105,love
2106,worry
2107,happiness
2108,happiness
2109,happiness
2110,neutral
2111,neutral
2112,happiness
2113,worry
2114,worry
2115,neutral
2116,neutral
2117,worry
2118,happiness
2119,neutral
2120,worry
2121,neutral
2122,neutral
2123,neutral
2124,happiness
2125,happiness
2126,neutral
2127,love
2128,happiness
2129,happiness
2130,worry
2131,love
2132,love
2133,love
2134,love
2135,love
2136,happiness
2137,neutral
2138,neutral
2139,love
2140,happiness
2141,neutral
2142,worry
2143,neutral
2144,neutral
2145,happiness
2146,happiness
2147,neutral
2148,neutral
2149,worry
2150,neutral
2151,neutral
2152,neutral
2153,neutral
2154,neutral
2155,neutral
2156,neutral
2157,neutral
2158,worry
2159,happiness
2160,neutral
2161,worry
2162,neutral
2163,happiness
2164,worry
2165,neutral
2166,happiness
2167,worry
2168,worry
2169,love
2170,happiness
2171,happiness
2172,happiness
2173,love
2174,neutral
2175,neutral
2176,neutral
2177,neutral
2178,love
2179,neutral
2180,love
2181,worry
2182,happiness
2183,happiness
2184,neutral
2185,neutral
2186,neutral
2187,worry
2188,worry
2189,neutral
2190,worry
2191,love
2192,happiness
2193,neutral
2194,neutral
2195,neutral
2196,happiness
2197,worry
2198,neutral
2199,worry
2200,happiness
2201,neutral
2202,neutral
2203,neutral
2204,happiness
2205,happiness
2206,worry
2207,neutral
2208,happiness
2209,happiness
2210,neutral
2211,happiness
2212,happiness
2213,worry
2214,neutral
2215,love
2216,worry
2217,neutral
2218,happiness
2219,neutral
2220,happiness
2221,happiness
2222,neutral
2223,neutral
2224,happiness
2225,neutral
2226,worry
2227,neutral
2228,worry
2229,neutral
2230,worry
2231,neutral
2232,love
2233,happiness
2234,happiness
2235,neutral
2236,love
2237,neutral
2238,neutral
2239,happiness
2240,neutral
2241,worry
2242,neutral
2243,neutral
2244,happiness
2245,neutral
2246,love
2247,happiness
2248,love
2249,love
2250,neutral
2251,neutral
2252,happiness
2253,neutral
2254,worry
2255,happiness
2256,neutral
2257,worry
2258,worry
2259,happiness
2260,sadness
2261,neutral
2262,happiness
2263,neutral
2264,happiness
2265,happiness
2266,neutral
2267,neutral
2268,neutral
2269,neutral
2270,worry
2271,worry
2272,worry
2273,neutral
2274,neutral
2275,neutral
2276,neutral
2277,love
2278,neutral
2279,happiness
2280,love
2281,happiness
2282,worry
2283,worry
2284,neutral
